,Is_Unreliable,Category,Tweet
519,0,,17 currently under investigation as of 10:30 am Feb 19th for #coronavirus in Ontario. #Covid_19 #covid19
520,0,,"Here's how Canadians can be prepared for ""all possible"" #coronavirus scenarios"
521,0,,"Please make sure you continue to follow @CKPublicHealth for the most up to date, and accurate information regarding the #coronavirus #covid19 in #ckont"
522,0,,Tom Hanks and his wife have just be confirmed care of CoVid 19.
523,0,,"Facebook, Amazon, Google and more met with WHO to figure out how to stop coronavirus misinformation"
524,0,,What researchers have learned about the spread and severity of the coronavirus
525,0,,"The World Health Organization (WHO) declared COVID-19 a pandemic, pointing to the over 118,000 cases of the coronavirus illness"
526,0,,"A Toronto Public Health update on novel coronavirus (COVID-19), including recommendations if you have travelled to Hubei Province or mainland China."
527,0,,'There’s a lot of fear and there’s a lot of stigma': 6 takeaways from #Mississauga town hall about #coronavirus #COVID-19
528,0,,"Top story: Elad Blog: Coronavirus (COVID-19) PSA for Startups https://t.co/ArOEa0YQV1, see more"
529,0,,"At least 71 countries imposed travel restrictions to South Korea, as the cases of COVID-19 continue to rise."
530,0,,"For the latest updates on coronavirus COVID-19, please visit Public Health's website at"
531,0,,Coronavirus COVID-19 Global Cases by the Center for Systems Science and Engineering (CSSE) at Johns Hopkins University (JHU)
532,0,,Science Teachers’ Association of Ontario (STAO) @staoapso has canceled their March 26 &amp; 27 Conference due to ongoing labour disruptions in Ontario and the rising concern over the Coronavirus (COVID-19)
533,0,, In response to the COVID-19 coronavirus outbreak we are initiating a work from home policy at Bungie for the safety of our employees
534,0,,Italy closes all schools in an attempt to slow the spread of the increasingly deadly COVID-19 virus /via @globeandmail
535,0,,"Ontario reports new COVID-19 case, patient had travelled to Las Vegas"
536,0,,International travellers ordered to avoid New Brunswick schools for 2 weeks amid COVID-19 outbreak
537,0,,"There are 27 confirmed cases of #COVID19 — 18 in Ontario, eight in British Columbia and one in Quebec. How many cases will there be by this time next week? #coronavirus"
538,0,,I've read so many disturbing things about Covid 19 and I'm looking for any links to pieces that are even slightly reassuring.
539,0,,Latest Toronto case of Covid-19 travelled on transit on March 2 to 4 at 6 pm. Details in thread
540,0,,"Starting today, Ontario will update COVID-19 statistics twice daily, once at 10:30am, then again at 5:30pm"
541,0,,Festival cancellations could spiral after SXSW nixed due to COVID-19 fears
542,0,,BREAKING NEWS - the NBA has suspended their season after a player on the Utah Jazz tested positive for Covid-19
543,0,,"Ontario tells all long-term care homes to screen staff, visitors and residents for COVID-19"
544,0,,"No doubt many of you are following the news regarding COVID-19, originally known as the Novel Coronavirus. OCL is taking all recommended steps to ensure our approach is in-line with best practices, with a focus on keeping those in our care well."
545,0,,"UPDATED: Health officials are reporting the first case of COVID-19 in Peel Region, bringing the provincial total to 23."
546,0,,How do you talk to your kids about COVID-19 without scaring them (too much)?
547,0,,Coronavirus: Nasa images show China pollution clear amid #COVID2019 slowdown
548,0,,BBC News - Release of James Bond film No Time To Die delayed amid coronavirus fears
549,0,,South Korea's Centre for Disease Control says the number of people testing positive for coronavirus peaked on 29th Feb - 90
550,0,,"Italy coronavirus death toll soars by 133 in a day to 366, as millions adapt to widespread travel restrictions"
551,0,,Health minister Nadine Dorries says she has tested positive for coronavirus and is self-isolating
552,0,,Juventus have announced that Daniele Rugani has tested positive for coronavirus.
553,0,,"South Korea religious group identified as coronavirus hotbed, officials say, amid sharp rise in confirmed cases in the country"
554,0,,"Coronavirus cases in the UK have risen to 115 - with 25 of them in London, new figures show"
555,0,,"BREAKING: Harvard classes will move online starting March 23 due to a growing global coronavirus outbreak, University President"
556,0,,"Singularity University is hosting a FREE Virtual Summit March 16-18 to share facts, answer questions, and address your concerns around COVID-19—as well as the impact of outbreaks, epidemics, and pandemics."
557,0,,Coronavirus: how does it spread and what are the symptoms? Here’s everything we know about COVID-19
558,0,,Stanford just cancelled classes for the rest of the quarter. To those in DC proclaiming that the #COVID19 is contained
559,0,,"Tech conferences were cancelled in #Waterloo Region despite only one confirmed case of COVID-19 in the area. The True North had been scheduled in June. While virus cases in Canada are at 75 with one death, Ontario has 36 confirmed"
560,0,,"10 towns in northern Italy have been put on a virtual lockdown due to coronavirus, according to local media"
561,0,,"$125M effort to find #coronavirus drugs started by Gates Foundation, Wellcome, and Mastercard  v‚Ä"
562,0,,"16 million people ordered into quarantine as #Italy struggles to contain the spread of #coronavirus 

 h‚Ä"
563,0,,"2020 ABRIDGED:

- Iran/US tensions at a peak
- Coronavirus ravaging China, probably worse than reported
- Congress in tu‚Ä"
564,0,,"21 people test positive for coronavirus on California cruise ship, out of 46 tested so far "
565,0,,"A 62-year-old ear, nose and throat specialist became one of the latest victims of the coronavirus outbreak in China on Saturda‚Ä"
566,0,,"ABC News: 'Getting harder to contain': Sydney school shut down after student infected with coronavirus.
"
567,0,,"According to a new poll, 69 per cent of Canadians believe that Canadian officials have dealt with coronavirus in a ""prudent a‚Ä"
568,0,,Acting Medical Officer of Health for Waterloo Region talks about managing coronavirus in the area 
569,0,,Advocates want plan to prevent coronavirus spread in Toronto shelters.  #TOpoli #homelessness #coronav‚Ä
570,0,,"After the NBA suspended the remainder of the season due to the #coronavirus outbreak, the NHL was still evaluating its response ht‚Ä"
571,0,,Air Canada suspends all direct flights to China as coronavirus spreads  
572,0,,Air Canada suspends flights to and from Italy due to  'ongoing health and safety concerns' related to coronavirus outbreak.‚Ä
573,0,,"All schools, colleges and nurseries in Ireland will be closed until March 29 due to #coronavirus  outbreak.

Opppssss, problem‚Ä"
574,0,,"America's busiest port, the Port of Los Angeles, is projecting  volume drop of at least a 25% this month due to the #CoronaVirus‚Ä"
575,0,,Americans evacuated from Wuhan evaluated at military base for signs of coronavirus  ‚Ä
576,0,,"Americans need clear guidance from the federal government on coronavirus

It‚Äôs been reported health officials recommended o‚Ä"
577,0,,Amtrak suspends nonstop Acela service between DC and New York due to coronavirus 
578,0,,"An 82-year-old man infected with the coronavirus died in the Basque Country on Wednesday, becoming Spain‚Äôs second offici‚Ä"
579,0,,An employee at Brookfield Asset Management Inc. U.S. headquarters in New York has tested positive for the coronavirus. Sto‚Ä
580,0,,"An excellent speech by Singapore‚Äôs Health Minister Mr. Gan Kim Yong. 

An excellent way of describing #coronavirus #Co‚Ä"
581,0,,"An incredible outpouring in #China for Dr. Li Wenliang, the brave doctor who had warned of a strange #coronavirus in #Wuha‚Ä"
582,0,,"An online outpouring of anger and grief followed the death of Li Wenliang, the doctor who warned about the coronavirus that ha‚Ä"
583,0,,And now back to bad news - #Coronavirus to have 'substantial' impact on trade: WTO #trade #cdnecon #WTO  
584,0,,Another Boston school moves online:  MIT moving to online classes; university reports visitor with coronavirus - The Bost‚Ä
585,0,,"Another Princess cruise ship is embroiled in an outbreak of coronavirus‚Äîthis time the Grand Princess, which was en route to Hawaii‚Ä"
586,0,,"Another withdraw from #MWC20 

Sony withdraws from #MWC2020 over coronavirus concerns "
587,0,,Any aspiring Afro-Futurist writers could take some inspiration from the John Hopkins worldwide #COVID19 map and get started on that post-apocalyptic sci-fi. 
588,0,,Archdiocese of Ottawa taking steps to help prevent the spread of coronavirus  ‚Ä
589,0,,Are fears about coronavirus fuelling xenophobia and stigma? Thousands signed a petition calling on school boards north o‚Ä
590,0,,"Are travel restrictions due to the #coronavirus placing a strain on your company? 

Find out how you can minimize the‚Ä"
591,0,,Are you in self-isolation or quarantine due to the coronavirus? We want to hear from you  via @torontostar
592,0,,"Are you wondering if you should travel on March Break, or have decided not to travel, because of the coronavirus? I'm aski‚Ä"
593,0,,"As Canada continues to control the coronavirus outbreak, Public Health has updated its list of seven destinations wher‚Ä"
594,0,,"As countries around the world scramble to control the deadly #coronavirus outbreak, some analysts say Europe's social progra‚Ä"
595,0,,"As millions in China are barricaded in their homes during the coronavirus outbreak, delivery drivers have been keeping fresh f‚Ä"
596,0,,"At least 10 passengers on a cruise ship that Japan quarantined tested positive for the new coronavirus, the Japanese health minist‚Ä"
597,0,,At this critical time when Canada faces serious economic headwinds from rail blockades to the impacts from coronavirus‚Ä
598,0,,"Australia is the latest country to report a confirmed case of coronavirus. Cases worldwide now just shy of 1300, the death tol‚Ä"
599,0,,"BREAKING

1st case of deadly coronavirus in Toronto

Public health officials announce first diagnosed case at Toronto‚Äôs Sunnybr‚Ä"
600,0,,"BREAKING: A 7th person with coronavirus has died in the Seattle area. This time, the infection wasn‚Äôt identified until wel‚Ä"
601,0,,BREAKING: Alberta has its first ‚Äúpresumptive‚Äù case of coronavirus. The chief medical officer is holding a press conferen‚Ä
602,0,,"#BREAKING: All publicly-funded schools in Ontario will be closed for 2 weeks following March break, in response to coronavirus‚Ä"
603,0,,"BREAKING: Amid growing concerns over the threat coronavirus poses, the IIHF has announced the cancellation of the 2020 Women‚Ä"
604,0,,"BREAKING: Brazil confirms South America's first case of coronavirus - Reuters, citing sources "
605,0,,"#BREAKING: British Columbia has identified two additional cases of novel coronavirus, bringing the total number in the prov‚Ä"
606,0,,#BREAKING: China confirms 769 new coronavirus cases in one day  
607,0,,#BREAKING: China's National Health Commission said Friday morning the confirmed cases of the new coronavirus had risen to 830‚Ä
608,0,,#BREAKING: China's National Health Commission said Friday morning the confirmed cases of the new coronavirus had risen to 830‚Ä
609,0,,"#BREAKING China says 41 people have died from the Coronavirus, and more 1000 have become infected in that country. 

That‚Ä"
610,0,,"BREAKING: Coronavirus cases rise to more than 830 in China, death toll from outbreak hits 25 - CNBC"
611,0,,BREAKING: Coronavirus update has some positives with decrease in new cases in South Korea and constant for two days in It‚Ä
612,0,,"#BREAKING: Dr. David Williams, Ontario chief medical officer of health, confirms third case of #coronavirus in Ontario - woman‚Ä"
613,0,,"BREAKING: 
-Death toll from China's coronavirus jumps to 106 
-Confirmed cases in China soar to 4,515
-100 fatalities are in‚Ä"
614,0,,"#BREAKING: Four new cases of the novel coronavirus have been confirmed in Ontario, bringing the number of Canadian diagnose‚Ä"
615,0,,BREAKING: German airline Lufthansa has cancelled all flights to and from China due to the #coronavirus.  More to follow at http‚Ä
616,0,,"BREAKING: Google recommends all of its 100,000+ North American employees to work from home due to coronavirus"
617,0,,#BREAKING: Gov. Cuomo declares a state of emergency as he announced the number of novel coronavirus cases in the state ri‚Ä
618,0,,BREAKING: Sen. Hawley to introduce Coronavirus bill aimed at securing medical supply chain 
619,0,,BREAKING: Health and Human Services Secretary Alex Azar tells @FoxNewsSunday Chris Wallace there is a new coronavirus ca‚Ä
620,0,,"#BREAKING: Health officials have confirmed a third case of coronavirus in London, Ontario ‚Äî a woman in her 20s who returne‚Ä"
621,0,,#BREAKING: Health officials in northern Ontario have confirmed the first case of the novel coronavirus in the Sudbury area. h‚Ä
622,0,,#BREAKING IRAN: Newly-Elected Female Politician Fatemeh Rahbar Dies of Coronavirus in Iran  
623,0,,"BREAKING: Japan reports 1st case of infection with new type of coronavirus, making it the 2nd case outside of China - Kyodo"
624,0,,"BREAKING: Massachusetts reports 51 new cases of coronavirus, governor declares state of emergency "
625,0,,"BREAKING | NBA suspends season after player tests positive for coronavirus

The NHL is expected to make a statement later‚Ä"
626,0,,"BREAKING: New coronavirus is now likely to become a pandemic, infectious disease experts say, adding that the mortality rate i‚Ä"
627,0,,"#BREAKING: Ontario has confirmed three new positive cases of the coronavirus in the GTA, bringing the total number of cases to‚Ä"
628,0,,#BREAKING: Ontario health officials say first possible case of coronavirus confirmed in Toronto 
629,0,,#BREAKING: Ontario's Chief Medical Officer of Health has confirmed two more positive cases of #coronavirus in the province - a‚Ä
630,0,,#BREAKING: Ontario's Chief Medical Officer of Health has confirmed two more positive cases of #coronavirus in the province -‚Ä
631,0,,#BREAKING Ontario's Chief Medical Officer of Health says the husband of the province's fifth case of Coronavirus (COVID-1‚Ä
632,0,,#BREAKING: Ontario's Chief Medical Officer of Health says they have confirmed a second presumptive positive case of coronavirus i‚Ä
633,0,,#BREAKING: Ontario's chief medical officer of health has confirmed a new presumptive positive case of coronavirus in Toronto.‚Ä
634,0,,"#BREAKING Ontario now has 26 cases of coronavirus, the last few are in Toronto

The total number of cases in Canada is no‚Ä"
635,0,,"BREAKING: Oregon's first patient with coronavirus is believed to have been infected through local human-to-human transmission,‚Ä"
636,0,,"BREAKING: PM Scott Morrison has announced there's no need for Australia to take action against the #coronavirus. He said ""We‚Ä"
637,0,,#BREAKING: Provincial health officials confirm 3rd case of novel #coronavirus in Ontario. Woman in her 20s arrived in Ont‚Ä
638,0,,BREAKING: Region of Waterloo Public Health confirms first case of coronavirus. The illness was acquired after recent travel to‚Ä
639,0,,"BREAKING ‚ÄºÔëÄ
Royal Bank of #Canada confirms employee has contracted #coronavirus 

In #Mississauga  40 kilometers west of the ban‚Ä"
640,0,,"BREAKING :San Antonio declares health emergency, orders coronavirus evacuees to stay in quarantine "
641,0,,"BREAKING: Saudi Arabia suspends entry for Muslim pilgrims to Mecca and Medina over coronavirus
"
642,0,,"#BREAKING Saudi Arabia suspends entry for Umrah pilgrimage over coronavirus fears

 "
643,0,,"BREAKING: South Korea reports 169 new cases of coronavirus, raising total to 1,146 "
644,0,,#BREAKING: Sunnybrook hospital says they have discharged the first patient diagnosed with coronavirus from hospital. ‚Ä
645,0,,"BREAKING: Tajikistan has informed airlines that it will deny entry to citizens of 35 countries due to coronavirus, including t‚Ä"
646,0,,#BREAKING: The Ministry of Health confirms Ontario‚Äôs 4th case of the novel coronavirus has been tested &amp; confirmed to‚Ä
647,0,,#BREAKING: The NBA is suspending its season after tonight's games until further notice because of the coronavirus concerns
648,0,,#BREAKING: The NBA is suspending its season after tonight's games until further notice because of the coronavirus concerns
649,0,,BREAKING: The NBA is suspending its season after tonight's games until further notice because of the coronavirus concerns
650,0,,"BREAKING | The @NHL has suspended the regular season due to the coronavirus pandemic.

More to come. ‚Ä"
651,0,,"#BREAKING: The Philippines has reported the first death related to the coronavirus outside of China, a 44-year-old Chinese ma‚Ä"
652,0,,BREAKING: The Trump administration won‚Äôt be able to meet its promised timeline of having a million coronavirus tests availabl‚Ä
653,0,,"#BREAKING: The United States has confirmed its first case of human-to-human coronavirus transmission Thursday.

‚Ä"
654,0,,BREAKING: The World Health Organization has declared coronavirus a public health emergency of international concern. ‚Ä
655,0,,BREAKING: The World Health Organization has declared the coronavirus outbreak a global emergency after the number of cases spike‚Ä
656,0,,BREAKING: The first case of the deadly coronavirus in Australia has been confirmed - a man in Melbourne who had travel‚Ä
657,0,,#BREAKING  Trudeau government to allocate $1 billion to coronavirus containment as national infections pass 90 .‚Ä
658,0,,"BREAKING: Update on #CoronaVirus

- 7811 infected.
- 12 167 suspected cases.
- 170 dead.
- 1370 in serious condition.

12‚Ä"
659,0,,BREAKING: Virginia Dept. Of Health Investigating 3 Potential Cases Of Coronavirus -  ‚Ä
660,0,,"#BREAKING WATCH LIVE: B.C. identifies two new presumptive cases of novel #coronavirus
"
661,0,,"BREAKING: U.S. coronavirus cases climbed past 1,000, according to a Johns Hopkins tally. The director of the Centers for Dise‚Ä"
662,0,,#BREAKING: 5 more Canadians test positive for the new coronavirus aboard cruise ship 
663,0,,#BREAKING: 5 more Canadians test positive for the new coronavirus aboard cruise ship 
664,0,,"#BREAKING: A third case of coronavirus has been confirmed in Ontario, a source has told CP24. "
665,0,,Banknotes carry no particular coronavirus risk: German disease expert  
666,0,,"Bill Bramhall's editorial cartoon for March 9, 2020, as coronavirus cases continue to rise around the world.  "
667,0,,Billionaire philanthropist Bill Gates announced $100 million commitment to fight coronavirus global health crisis /‚Ä
668,0,,Both are connected to the second presumptive case of coronavirus found in the Vancouver Coastal Health region. ‚Ä
669,0,,Breakdown of Canada's initial C$1B fiscal package aimed at curbing coronavirus fallout. 
670,0,,Breaking: Dr David Williams announces Canada‚Äôs first presumptive positive case or #coronavirus 
671,0,,"Breaking: First U.S coronavirus case of unknown origin confirmed in Northern California, a sign the virus may be spread‚Ä"
672,0,,Breaking: Juventus have confirmed that Italian international defender Daniele Rugani has tested positive for coronavirus. https‚Ä
673,0,,"Breaking: NBA, MLB, NHL and MLS are closing locker room access to the media due to the coronavirus outbreak. 

It will go‚Ä"
674,0,,Breaking News: The CDC confirmed an infection of coronavirus in California that may be the first U.S. case without a known lin‚Ä
675,0,,Breaking: Ontario health officials say there's a new presumptive case of the novel coronavirus in Toronto. ‚Ä
676,0,,"#Breaking: Raptors players, staff tested for the novel coronavirus and have been advised to go into self-isolation for two‚Ä"
677,0,,#Breaking: A second presumptive case of the coronavirus has been confirmed in Toronto after the wife of Ontario's first ca‚Ä
678,0,,Brewer arena will be site of coronavirus screening centre  #ottnews #ottawa 
679,0,,@CBCNews Ontario health authorities say latest patient with coronavirus has recovered but remains home in isolation pending‚Ä
680,0,,"@CBCNews United States upgrades travel advisory, warns Americans to 'reconsider' going to China due to coronavirus outbreak.‚Ä"
681,0,,@CBCNews Update: 10 additional people have tested positive for the coronavirus on the Diamond Princess including 2 Canadians‚Ä
682,0,,"@CBCNews Update: Australia to screen some flights from China, warns coronavirus difficult to stop. Biosecurity officials wou‚Ä"
683,0,,"#CDC reports 129 #coronavirusÔ¶† cases in the US, with 10 deaths reported. 

The Centers for Disease Control and Preventio‚Ä"
684,0,,#CDCTRAVELNOTICE: #Coronavirus in #Italy and #Iran. CDC recommends avoiding all nonessential travel to Italy and Iran. More inf‚Ä
685,0,,#NAME
686,0,,COMING UP LIVE: World Health Organization officials will give an update on the spread of coronavirus. 
687,0,,CORONAVIRUS SONG: A PSA out of Vietnam is encouraging people to wash their hands through a catchy song ‚Äì so catchy that there'‚Ä
688,0,,"CORONAVIRUS UPDATE: @SecAzar, @CDCDirector, @DrNancyM_CDC &amp; @NIAIDNews Director Anthony Fauci give an update on the HHS respons‚Ä"
689,0,,"Cairo contacts Paris, Ontario on coronavirus cases coming from Egypt - Egypt Today "
690,0,,Calls for a Bank of Canada rate cut next week grow as coronavirus crisis deepens | Financial Post 
691,0,,Cameroonian student in Wuhan who was diagnosed with the Coronavirus (the only African National so far) has completed his‚Ä
692,0,,Canada Goose slashes 2020 forecasts on coronavirus hit  @GlobeBusiness 
693,0,,Canada announces 'presumptive' 1st case of deadly #coronavirus in Toronto. The patient  ‚Äî¬†¬†a man in his 50s who had travel‚Ä
694,0,,"Canada has identified three cases of the new coronavirus so far, but there are fears that a more serious outbreak could stoke‚Ä"
695,0,,"Canada's Chinese community faces racist abuse in wake of coronavirus
Country has seen just three confirmed cases of the‚Ä"
696,0,,"Canada's Kia Nurse responds to the growing coronavirus effects felt throughout the sporting world, including March Madness‚Ä"
697,0,,Canada's chief public health officer says no vaccine for coronavirus for a year  
698,0,,Canada's first coronavirus patient had symptoms on flight from China  
699,0,,Canada's first coronavirus patient had symptoms on flight from China  
700,0,,"""Canada's first death from the novel coronavirus has highlighted the urgent and often ignored need for better staffing a‚Ä"
701,0,,Canada's first 'presumptive positive' case of coronavirus found in Ontario  
702,0,,"Canada's second confirmed presumptive case of coronavirus is wife of first case, which is now confirmed - CTV News"
703,0,,Canada issues travel advisory as Italy grapples with coronavirus. Story from #RSJalum @mahamabedi via @globalnews    
704,0,,Canada prepares pandemic response plan as coronavirus cases continue to climb | CBC News -  via @shareaholic
705,0,,Canada releases coronavirus guidelines on when to cancel major events  
706,0,,"Canadian companies ramp up coronavirus precautions with travel restrictions, work-at-home options "
707,0,,Canadian companies wince from impact of coronavirus as it strikes across sectors  ‚Ä
708,0,,"Cancelled bookings, empty rooms: #coronavirus takes toll on tourism  "
709,0,,Carnival's Princess Cruises suspends global operations for 2 months on coronavirus fears  https:/‚Ä
710,0,,"Cases of Wuhan coronavirus have been confirmed in more than two dozen countries, and health officials are working to contain the‚Ä"
711,0,,"Catholic Kitchener school postpones student trip due to coronavirus.
‚Äî Resurrection Catholic Secondary School in Kitchener i‚Ä"
712,0,,"5/5 Cdns can take precautions to prevent respiratory illnesses like #coronavirus #2019nCoV, including: 
‚úîÔ∏èfrequent #handwa‚Ä"
713,0,,"China is building a new 1,000-bed hospital in five days to treat victims of the new deadly coronavirus.

Get the latest on the‚Ä"
714,0,,"China discloses 136 new cases of coronavirus, including a third fatality  "
715,0,,"China‚Äôs economic slowdown due to the coronavirus lockdown has caused a significant drop in air pollution levels
https:‚Ä"
716,0,,"China has put more cities under lockdown, restricting the travel of millions of people, amid the coronavirus crisis. Da‚Ä"
717,0,,"China's Air Pollution Rates Plummet After Coronavirus Lockdown

 "
718,0,,"China's February factory PMI seen at lowest since 2009 as coronavirus slams production, reports Reuters

#CoronavirusOutb‚Ä"
719,0,,China's coronavirus outbreak has devastated the Asian airline industry as they stand to lose $27.8 billion of revenue this yea‚Ä
720,0,,China locks down city of 11 million people at epicenter of deadly coronavirus outbreak  #CoronavirusOut‚Ä
721,0,,"Chinese Canadians, health officials taking stand against 'unfair stigmatization' during coronavirus outbreak | CBC News http‚Ä"
722,0,,"Chinese community in #Toronto facing massive impact of #coronavirus People losing jobs, businesses losing customers, people‚Ä"
723,0,,Chinese doctor who sounded the alarm about coronavirus dies from the illness | CBC News 
724,0,,Coachella and Stagecoach festivals are postponing until October due to #coronavirus concerns. Follow live virus updates: https‚Ä
725,0,,"Coming up at 6: Latest on the 7.7 magnitude quake that struck Caribbean. Also tonight, 3rd case of #coronavirus confir‚Ä"
726,0,,"(2/2) Confirmed #COVID19 cases as of 7 Mar 16:00 CET via @WHO 

ÔáªÔá≥20
ÔáÆÔá±Ôá´ÔáÆ19
ÔáÆÔá™18
Ôá©Ôáø17
Ôá¥Ôá≤ÔáµÔá∏16
Ôá™Ôá®14
ÔáµÔáπÔáßÔá∑13
Ôá®Ôáø‚Ä"
727,0,,"4 p.m. UTC‚ÄîCase Confirmed in Chicago

The 2nd case of #Coronavirus in the US was confirmed through testing, #Health of‚Ä"
728,0,,Coronavirus: China has quarantined 50 million people. Experts worry that might backfire 
729,0,,Coronavirus: How China's increasing global power could be influencing global virus response  via @Telegraph
730,0,,"Coronavirus Live Updates: China Suspends Travel From More Cities, First Death Outside Epicenter Reported "
731,0,,Coronavirus Live Updates: Death Toll Reaches 56 as U.S. Finds Third Case - The New York Times
732,0,,"Coronavirus: London public health officials bracing for 'high likelihood' virus will eventually be found here

‚Ä"
733,0,,"Ô¶† Coronavirus: Northern Italy goes into shutdown mode.

‚ÄúWeddings and funerals have been suspended, as well as religiou‚Ä"
734,0,,Coronavirus: Quebec trying to determine whether to cancel world figure skating championships |  https:/‚Ä
735,0,,"Coronavirus: The Ontario Hockey League says it's limiting access to dressing rooms and team facilities going forward.
"
736,0,,"Coronavirus: The Ontario Hockey League says it's limiting access to dressing rooms and team facilities going forward.
https:‚Ä"
737,0,,"Coronavirus US: How canceled classes and events and self-quarantines save lives, in one chart - Vox "
738,0,,Coronavirus and your #mentalhealth: Two experts explain why we panic and how to cope via @torontostar
739,0,,Coronavirus is such a perfect example of why every professional workplace should be equipped to do remote work. Highly tra‚Ä
740,0,,"#Coronavirus cases among health workers climb, underscoring the chaos on an outbreak‚Äôs front lines ‚Ä"
741,0,,Coronavirus cases on cruise liner off Japan jump to 61  
742,0,,Coronavirus could halt the world‚Äôs emissions growth. Not that we should feel good about that. 
743,0,,Coronavirus crash wipes $5 trillion off world stocks  
744,0,,Coronavirus cruise ship cancellations and travel advisories as Grand Princess docks in San Francisco 
745,0,,"Coronavirus death toll rises to 722 in China with 34,546 cases  "
746,0,,Coronavirus disrupting business travel as companies restrict trips and cancel conferences /via @globeandmail ‚Ä
747,0,,Coronavirus fears force cancellation of World Figure Skating Championships in Montreal  ‚Ä
748,0,,Coronavirus fears have some Canadians scrambling to rebook vacations  
749,0,,"Coronavirus got me not wanting to sneeze in public when my nose tickle, afraid ima get my ass beat"
750,0,,"Coronavirus has led to a 25% decline of China's CO2 emissions, mainly due to a slowdown of the country‚Äôs energy demand.‚Ä"
751,0,,Coronavirus has officially been declared a pandemic. Now what?  
752,0,,"Coronavirus has spread from China to at least five other countries

 "
753,0,,Coronavirus hits Amazon sellers. Shut factories in China are stymieing thousands of Amazon sellers who built their busi‚Ä
754,0,,"Coronavirus live updates: California home quarantines jump to 8,000  "
755,0,,"Coronavirus outbreak is a reminder of the psychological effect SARS had on my family
 #cdnhealth #corona‚Ä"
756,0,,Coronavirus outbreak raises ethical dilemmas for governments and health-care systems - The Globe and Mail ‚Ä
757,0,,"Coronavirus prompts Waterloo Region schools to cancel and postpone student trips.
The Waterloo Region District School Board‚Ä"
758,0,,"Coronavirus updates:

- More than 800 people have been diagnosed and at least 26 are dead
- Hospitals in Wuhan are overwhelmed‚Ä"
759,0,,"Coronavirus update: Ontario confirms a new case, bringing provincial total to 42 since outbreak began "
760,0,,"Coronavirus update:
- 88,583 confirmed cases worldwide
- 3,043 fatalities
- 7,354 in serious/critical condition
- 45,054 recov‚Ä"
761,0,,"Coronavirus update:
- 14,550 confirmed cases worldwide
- 19,544 suspected cases
- 304 fatalities
- 2,110 in serious/critical c‚Ä"
762,0,,"Coronavirus update:
- 42,729 confirmed cases worldwide
- 23,589 suspected cases
- 1,013 fatalities
- 7,463 in serious/critical‚Ä"
763,0,,Coronavirus wipes out $1.7 trillion in US stock market value in two days 
764,0,,Coronavirus wipes out $1.7 trillion in US stock market value in two days 
765,0,,"Coronavirus worries, precarious work &amp; sick days: hear @Sarah_Molyneaux, Molyneaux Law, talk with @mattgallowaycbc on the C‚Ä"
766,0,,"Cruise ship passengers waiting for permission to disembark amid #coronavirus fears
#Mexico #Cozumel "
767,0,,"Deadly 1918 flu pandemic‚Äôs lessons ignored in Trump‚Äôs coronavirus response, historian says - The Washington Post "
768,0,,Declaration of global emergency over coronavirus will have 'little impact' locally: Toronto's top doctor ‚Ä
769,0,,U.S. Department of State issues a 'do not travel' warning for China over the coronavirus outbreak. The level 4 advisory says‚Ä
770,0,,"Despite many events and mass gatherings being cancelled around the world because of coronavirus, Peterborough's St. Patric‚Ä"
771,0,,Deutsche Bank says Frankfurt-based employee contracts coronavirus  
772,0,,Don't fall victim to misinformation and even worst fake news. Get the facts about the #Coronavirus from @TOPublicHealth. 
773,0,,"Do you have questions about the #coronavirus outbreak? 
Send them to me at audience@globeandmail.com and/or join me for‚Ä"
774,0,,"Ôá∫Ôá∏President Donald J.Trump defended his decision to limit travel to China amid growing coronavirus concerns,during an on‚Ä"
775,0,,"Ôá∫Ôá∏Presisident Donald J.Trump just held a news conference on the coronavirus ""The number- one priority from our standpoin‚Ä"
776,0,,"Dow cuts losses, now down less than 100 points after WHO calms coronavirus fears "
777,0,,"Dow futures tumble 1,000 points as all-out oil price war adds to coronavirus stress - "
778,0,,Downtown Toronto accounting office shut down after employee diagnosed with novel coronavirus 
779,0,,"@DrKateJMiller Yes, @celliottability @fordnation @PublicHealthON , it's time to launch a formal #COVID19 public health strategy: screening (hospital and family practice); isolation; health worker protection, and testing.  Best to be ahead of the curve"
780,0,,"Dublin cancels St Patrick's Day parade amid fears about the spread of coronavirus
"
781,0,,"Due to elevated health concerns around coronavirus, the local True North tech conference will be cancelled this year. http‚Ä"
782,0,,"Due to the Coronavirus, a group is urging the NCAA to play March Madness games in empty stadiums. The XFL said, ‚ÄúHey, that‚Ä"
783,0,,"Due to the Coronavirus outbreak, World Rowing Events in Italy are cancelled. Here's the full story about the joint decisio‚Ä"
784,0,,EU privacy rules no obstacle to coronavirus fight; smartphone tracking a no-no  
785,0,,"Editors, when you inevitably assign stories about the racist response to the coronavirus, please hire writers of Asian descen‚Ä"
786,0,,"Edmonton woman worries for family under quarantine in Wuhan, China
 #cdnhealth #coronavirus "
787,0,,"Eerie drone footage shows the deserted streets of Wuhan, the city at the center of the coronavirus outbreak. ‚Ä"
788,0,,"Empty shelves in Germany #coronavirus

Fun fact:

The German word for panic hoarding is Hamsterkauf, made up of the German‚Ä"
789,0,,Europe's epidemic: how coronavirus radiated out from Italy  Wait until it hits Trump's America
